MT_IO1,0,LLL
MT_CPU,1,ccccc
MT_MEM1,2,lllll
MT_IF1,3,llllllllll
MT_PF,4,LLLLLLLLLLLLLLLLLLLLLL
MT_DEBUG,5,llllllllllllllllllll
MT_PROC,6,lLLLlcll
MT_MBUF,7,lllllllllllllll
MT_SENSOR,8,D
MT_IO2,9,LLLLL
MT_PFQ,10,LLLL
MT_DF,11,LLLLLLL
MT_MEM2,12,LLLLL
MT_IF2,13,LLLLLLLLLL
MT_CPUIOW,14,cccccc
MT_SMART,15,bbbbbbbbbbbb
MT_LOAD,16,ccc
MT_FLUKSO,17,D
MT_TEST,18,LLLLDDDDllllssssccccbbbb
MT_EOT,19,
